LON;LAT;OBJECTID;CUI;CUEANEXO;CUE;ANEXO;SECTOR;DOM_EDIFIC;DOM_ESTABL;NOMB_EST;NOMB_ABR;TELEFONO;EMAIL;CODPOST;PAGINAWEB;NIVMOD;NIVELMODAL;DEPFUN;DE;COMUNA;BARRIO;AREAPROGRA;ESTADO;POINT_X;POINT_Y;NIVEL;TIPEST
-58.5037345566735;-34.6295112142799;606;200832;20303500;203035;0;1;ALEJANDRO MAGARIÑOS CERVANTES 5068;ALEJANDRO MAGARIÑOS CERVANTES 5068;ESC. SUPERIOR DE EDUCACION ARTISTICA EN ARTE CERAMICO Nª 2 FERNANDO ARRANZ;ESEA F ARRANZ;4567-3613;DEA_EC200_DE18@BUE.EDU.AR;C1407;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/NIVELES/ART/?MENU_ID=9765;SECCOM - SNUCOM - OSECOM - OSEADU;NIVEL SECUNDARIO COMUN - NIVEL SUPERIOR NO UNIVERSITARIO COMUN - OTROS SERVICIOS EDUCATIVOS DE LAS MODALIDADADES COMUN Y DE JOVENES Y ADULTOS;DIR DE EDUCACION ARTISTICA;18;10;VELEZ SARSFIELD;11 - HOSP VELEZ SARSFIELD;1;9.629.223.040.000.000;9.997.247.840.000.000;SECUNDARIO - SUPERIOR NO UNIVRSITARIO COMUN - OTROS SERVICIOS EDUCATIVOS;ESEA (ESCUELA SUPERIOR DE EDUCACION ARTISTICA)
-58.5037345566735;-34.6295112142799;607;200832;20302900;203029;0;1;ALEJANDRO MAGARIÑOS CERVANTES 5068;ALEJANDRO MAGARIÑOS CERVANTES 5068;ESC. SUPERIOR DE EDUCACION ARTISTICA EN DANZA N° 02 JORGE DONN;ESEA 02 J DONN;4567-6561;DEA_ED2_DE18@BUE.EDU.AR;C1407;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/NIVELES/ART/?MENU_ID=9765;SECCOM - SNUCOM - OSECOM;NIVEL SECUNDARIO COMUN - NIVEL SUPERIOR NO UNIVERSITARIO COMUN - OTROS SERVICIOS EDUCATIVOS DE LA MODALIDAD COMUN;DIR DE EDUCACION ARTISTICA;18;10;VELEZ SARSFIELD;11 - HOSP VELEZ SARSFIELD;1;9.629.223.040.000.000;9.997.247.840.000.000;SECUNDARIO - SUPERIOR NO UNIVRSITARIO COMUN - OTROS SERVICIOS EDUCATIVOS;ESEA (ESCUELA SUPERIOR DE EDUCACION ARTISTICA)
-58.4958992124918;-34.6173763539687;608;200833;20172300;201723;0;1;CHIVILCOY 1820;CHIVILCOY 1820;ESC. INFANTIL ESPECIAL N° 27 DRA. LIDIA F. DE CORIAT - GABINETE MATERNO INFANTIL DE18;EEE 27;4568-5303;EEE27_18DE@BUE.EDU.AR;C1407;HTTP://WWW.BUENOSAIRES.GOB.AR/EDUCACION/ESTUDIANTES/ESPECIAL;INIESP;NIVEL INICIAL ESPECIAL;DIR DE EDUCACION ESPECIAL;18;10;MONTE CASTRO;11 - HOSP VELEZ SARSFIELD;1;9.701.027.030.000.000;10.131.890.760.000.000;INICIAL ESPECIAL;EEE (ESCUELA DE EDUCACION ESPECIAL)
-58.4958992124918;-34.6173763539687;609;200833;20069700;200697;0;1;CHIVILCOY 1820;CHIVILCOY 1820;ESC. BILINGÛE PARA NIÑOS, NIÑAS, JOVENES Y ADULTOS CON DISCAPACIDAD AUDITIVA Y FORMACION INTEGRAL N° 29 O MAGNASCO;EEEYFL 29;4568-5334;EEEFL29_DE18@BUE.EDU.AR;C1407;HTTP://WWW.BUENOSAIRES.GOB.AR/EDUCACION/ESTUDIANTES/ESPECIAL;INIESP - PRIESP - OSEESP;NIVEL INICIAL Y PRIMARIO ESPECIAL - OTROS SERVICIOS EDUCATIVOS DE LA MODALIDAD ESPECIAL;DIR DE EDUCACION ESPECIAL;18;10;MONTE CASTRO;11 - HOSP VELEZ SARSFIELD;1;9.701.027.030.000.000;10.131.890.760.000.000;INICIAL - PRIMARIO ESPECIAL - OTROS SERVICIOS EDUCATIVOS;EEE (ESCUELA DE EDUCACION ESPECIAL)
-58.4965227812561;-34.6219012873691;610;200834;20008000;200080;0;1;SAN BLAS 4356;SAN BLAS 4356;ESC. INTEGRAL INTERDISCIPLINARIA N° 18;EII 18 (ER 18);4567-3044;EDREC18_DE18@BUE.EDU.AR;C1407;HTTP://WWW.BUENOSAIRES.GOB.AR/EDUCACION/ESTUDIANTES/ESPECIAL;PRIESP;NIVEL PRIMARIO ESPECIAL;DIR DE EDUCACION ESPECIAL;18;10;FLORESTA;11 - HOSP VELEZ SARSFIELD;1;9.695.325.050.000.000;10.081.692.140.000.000;PRIMARIO ESPECIAL;EII (ESCUELA DE INTEGRACION INTERDISCIPLINARIA)
-58.5075597797896;-34.6252866795162;611;200835;20274000;202740;0;1;CNEL. PEDRO CALDERON DE LA BARCA 1550;CNEL. PEDRO CALDERON DE LA BARCA 1550;JARDIN MATERNAL N° 06/18°;JM 06/18;4639-3441;JARDINMATERNAL6@HOTMAIL.COM/DEI_JM6_DE18@BUE.EDU.AR;C1407;HTTP://WWW.BUENOSAIRES.GOB.AR/EDUCACION/ESTUDIANTES/INICIAL?MENU_ID=9759;INICOM;NIVEL INICIAL COMUN;DIR DE EDUCACION INICIAL;18;10;MONTE CASTRO;11 - HOSP VELEZ SARSFIELD;1;9.594.125.770.000.000;10.044.097.250.000.000;INICIAL COMUN;JM (JARDIN MATERNAL)
-58.4973674576444;-34.6168469361546;612;200836;20235400;202354;0;1;MIRANDA 4173;MIRANDA 4173;CENTRO EDUCATIVO DE NIVEL SECUNDARIO N° 73;CENS 73;4648-1632;DEAA_CENS73_DE18@BUE.EDU.AR;C1407;HTTP://WWW.BUENOSAIRES.GOB.AR/EDUCACION/ESTUDIANTES/ADULTOS/SECUNDARIA;SECADU;NIVEL SECUNDARIO DE JOVENES Y ADULTOS;DIR DE EDUCACION DEL ADULTO Y DEL ADOLESCENTE;18;10;MONTE CASTRO;11 - HOSP VELEZ SARSFIELD;1;9.687.559.580.000.000;10.137.759.250.000.000;SECUNDARIO DE JOVENES Y ADULTOS;CENS (CENTRO EDUCATIVO DE NIVEL SECUNDARIO)
-58.5101812010209;-34.5794933529695;613;200762;20035000;200350;0;1;ARGERICH 5651;ARGERICH 5651;ESC. DE EDUCACION MEDIA N° 01/16° RODOLFO WALSH;EEM 01/16;4572-0714;EMEM1DE16@YAHOO.COM.AR;C1419;HTTP://WWW.BUENOSAIRES.GOB.AR/EDUCACION/ESTUDIANTES/SECUNDARIO/CONTACTO?MENU_ID=18231;SECCOM;NIVEL SECUNDARIO COMUN;DIR DE EDUCACION MEDIA;16;12;VILLA PUEYRREDON;07 - HOSP PIROVANO;1;9.569.847.650.000.000;10.552.086.740.000.000;SECUNDARIO COMUN;EEM (ESCUELA DE EDUCACION MEDIA)
-58.4211207713541;-34.6434642642605;614;200844;20003701;200037;1;1;ALAGON 300;ALAGON 300;JARDIN DE INFANTES NUCLEADO B (EPCJS 01/19°) HOMERO MANZI;JIN B (01);4924-4493;JINBDE19@YAHOO.COM.AR;C1437;HTTP://WWW.BUENOSAIRES.GOB.AR/EDUCACION/ESTUDIANTES/INICIAL?MENU_ID=9759;INICOM;NIVEL INICIAL COMUN;DIR DE EDUCACION INICIAL;19;4;NUEVA POMPEYA;05 - HOSP PENNA;1;10.386.708.630.000.000;9.842.459.140.000.000;INICIAL COMUN;JIN (JARDIN DE INFANTES NUCLEADO)
-58.4211207713541;-34.6434642642605;615;200844;20003800;200038;0;1;ALAGON 300;ALAGON 300;ESC. PRIMARIA COMUN N° 01 MARIA SILVENTI DE AMATO;EPJS 01;4923-9002;DEP_EPC1_DE1@BUE.EDU.AR;C1437;HTTP://WWW.BUENOSAIRES.GOB.AR/EDUCACION/ESTUDIANTES/PRIMARIO?MENU_ID=9760;PRICOM;NIVEL PRIMARIO COMUN;DIR DE EDUCACION PRIMARIA;19;4;NUEVA POMPEYA;05 - HOSP PENNA;1;10.386.708.630.000.000;9.842.459.140.000.000;PRIMARIO COMUN;JS (ESCUELA DE JORNADA SIMPLE)
-58.4204404318451;-34.6546858263927;616;200845;20105801;201058;1;1;TILCARA 3365;TILCARA 3365;JARDIN DE INFANTES NUCLEADO A (EPCJS 02/19°);JIN A (02);4919-2287;JINDEL19@YAHOO.COM.AR / DEI_JINA9_DE19@BUE.EDU.AR;C1437;HTTP://WWW.BUENOSAIRES.GOB.AR/EDUCACION/ESTUDIANTES/INICIAL?MENU_ID=9759;INICOM;NIVEL INICIAL COMUN;DIR DE EDUCACION INICIAL;19;4;NUEVA POMPEYA;05 - HOSP PENNA;1;10.392.893.940.000.000;9.717.971.100.000.000;INICIAL COMUN;JIN (JARDIN DE INFANTES NUCLEADO)
-58.4204404318451;-34.6546858263927;617;200845;20015400;200154;0;1;TILCARA 3365;TILCARA 3365;ESC. PRIMARIA COMUN N° 02 DR. GENARO SISTO;EPJS 02;4918-7654;DEP_EPC2_DE19@BUE.EDU.AR;C1437;HTTP://WWW.BUENOSAIRES.GOB.AR/EDUCACION/ESTUDIANTES/PRIMARIO?MENU_ID=9760;PRICOM;NIVEL PRIMARIO COMUN;DIR DE EDUCACION PRIMARIA;19;4;NUEVA POMPEYA;05 - HOSP PENNA;1;10.392.893.940.000.000;9.717.971.100.000.000;PRIMARIO COMUN;JS (ESCUELA DE JORNADA SIMPLE)
-58.4219920022806;-34.6488180899028;618;200846;20003900;200039;0;1;TILCARA 2856;TILCARA 2856;ESC. PRIMARIA COMUN N° 03 PROF. CARLOS JUSTO FLORIT;EPJC 03;4918-3640;DEP_EPC3_DE19@BUE.EDU.AR;C1437;HTTP://WWW.BUENOSAIRES.GOB.AR/EDUCACION/ESTUDIANTES/PRIMARIO?MENU_ID=9760;PRICOM;NIVEL PRIMARIO COMUN;DIR DE EDUCACION PRIMARIA;19;4;NUEVA POMPEYA;05 - HOSP PENNA;1;10.378.696.990.000.000;9.783.070.220.000.000;PRIMARIO COMUN;JC (ESCUELA DE JORNADA COMPLETA)
-58.4359107158141;-34.6469104579677;619;200847;20004000;200040;0;1;AVDA. RIESTRA 1850;AVDA. RIESTRA 1850;ESC. PRIMARIA COMUN N° 04 RICARDO GÜIRALDES;EPJS 04;4918-8935;DEP_EPC4_DEP@GMAIL.COM;C1437;HTTP://WWW.BUENOSAIRES.GOB.AR/EDUCACION/ESTUDIANTES/PRIMARIO?MENU_ID=9760;PRICOM;NIVEL PRIMARIO COMUN;DIR DE EDUCACION PRIMARIA;19;7;FLORES;06 - HOSP PIÑERO;1;10.251.100.780.000.000;9.804.275.100.000.000;PRIMARIO COMUN;JS (ESCUELA DE JORNADA SIMPLE)
-58.4215486744761;-34.6400471798362;620;200848;20004100;200041;0;1;AVDA. CASEROS 4050;AVDA. CASEROS 4050;ESC. PRIMARIA COMUN N° 05 PROVINCIA DE CORRIENTES;EPJC 05;4925-1525;DEP_EPC5_DE19@BUE.EDU.AR;C1437;HTTP://WWW.BUENOSAIRES.GOB.AR/EDUCACION/ESTUDIANTES/PRIMARIO?MENU_ID=9760;PRICOM;NIVEL PRIMARIO COMUN;DIR DE EDUCACION PRIMARIA;19;4;NUEVA POMPEYA;05 - HOSP PENNA;1;10.382.800.990.000.000;9.880.367.840.000.000;PRIMARIO COMUN;JC (ESCUELA DE JORNADA COMPLETA)
-58.4215486744761;-34.6400471798362;621;200848;20194400;201944;0;1;AVDA. CASEROS 4050;AVDA. CASEROS 4050;CENTRO EDUCATIVO COMPLEMENTARIO DE EDUCACION PLASTICA N° 19;CEC PLASTICA 19;4925-1525;CECILIA0@GMAIL.COM;C1263;HTTP://WWW.BUENOSAIRES.GOB.AR/EDUCACION/ESTUDIANTES/PRIMARIO?MENU_ID=9760;OSECOM;OTROS SERVICIOS EDUCATIVOS DE LA MODALIDAD COMUN;DIR DE EDUCACION PRIMARIA;19;4;NUEVA POMPEYA;05 - HOSP PENNA;1;10.382.800.990.000.000;9.880.367.840.000.000;OTROS SERVICIOS EDUCATIVOS;CECEP (CENTRO EDUCATIVO COMPLEMENTARIO DE EDUCACION PLASTICA)
-58.4174065641306;-34.657362042206;622;200849;20041800;200418;0;1;ECHAURI 1576;ECHAURI 1576;ESC. PRIMARIA COMUN N° 06 DR. ADOLFO SALDIAS;EPJC 06;4919-5295;DEP_EPC6_DE19@BUE.EDU.AR;C1437;HTTP://WWW.BUENOSAIRES.GOB.AR/EDUCACION/ESTUDIANTES/PRIMARIO?MENU_ID=9760;PRICOM;NIVEL PRIMARIO COMUN;DIR DE EDUCACION PRIMARIA;19;4;NUEVA POMPEYA;05 - HOSP PENNA;1;10.420.692.060.000.000;9.688.270.610.000.000;PRIMARIO COMUN;JC (ESCUELA DE JORNADA COMPLETA)
-58.4175544862871;-34.6449315811997;623;200850;20004200;200042;0;1;QUILMES 473;QUILMES 473;ESC. PRIMARIA COMUN N° 07 AERONAUTICA ARGENTINA;EPJC 07;4923-1183/4912-2030;DEP_EPC7_DE19@BUE.EDU.AR;C1437;HTTP://WWW.BUENOSAIRES.GOB.AR/EDUCACION/ESTUDIANTES/PRIMARIO?MENU_ID=9760;PRICOM;NIVEL PRIMARIO COMUN;DIR DE EDUCACION PRIMARIA;19;4;NUEVA POMPEYA;05 - HOSP PENNA;1;10.419.397.880.000.000;9.826.167.530.000.000;PRIMARIO COMUN;JC (ESCUELA DE JORNADA COMPLETA)
-58.4175544862871;-34.6449315811997;624;200850;20217200;202172;0;1;QUILMES 473;QUILMES 473;CENTRO EDUCATIVO COMPLEMENTARIO DE IDIOMAS EXTRANJEROS N° 19;CECIE 19;4923-1183;DEP_CECIE19_DE19@BUE.EDU.AR;C1437;HTTP://WWW.BUENOSAIRES.GOB.AR/EDUCACION/ESTUDIANTES/PRIMARIO?MENU_ID=9760;OSECOM;OTROS SERVICIOS EDUCATIVOS DE LA MODALIDAD COMUN;DIR DE EDUCACION PRIMARIA;19;4;NUEVA POMPEYA;05 - HOSP PENNA;1;10.419.397.880.000.000;9.826.167.530.000.000;OTROS SERVICIOS EDUCATIVOS;CECDIE (CENTRO EDUCATIVO COMPLEMENTARIO DE IDIOMA EXTRANJERO)
-58.4289584233304;-34.6594562213585;625;200851;20105803;201058;3;1;AVDA. INTENDENTE FRANCISCO RABANAL 2275;CARLOS MARIA RAMIREZ 2272;JARDIN DE INFANTES NUCLEADO A (EPCJC 08/19°);JIN A (08);4919-2287;JINADEL19@YAHOO.COM.AR;C1437;HTTP://WWW.BUENOSAIRES.GOB.AR/EDUCACION/ESTUDIANTES/INICIAL?MENU_ID=9759;INICOM;NIVEL INICIAL COMUN;DIR DE EDUCACION INICIAL;19;8;VILLA SOLDATI;05 - HOSP PENNA;1;10.314.791.790.000.000;9.665.080.510.000.000;INICIAL COMUN;JIN (JARDIN DE INFANTES NUCLEADO)
-58.4289584233304;-34.6594562213585;626;200851;20015300;200153;0;1;AVDA. INTENDENTE FRANCISCO RABANAL 2275;AVDA. INTENDENTE FRANCISCO RABANAL 2275;ESC. PRIMARIA COMUN N° 08 LUIS FEDERICO LELOIR;EPJC 08;4918-4803;DEP_EPC8_DE19@BUE.EDU.AR;C1437;HTTP://WWW.BUENOSAIRES.GOB.AR/EDUCACION/ESTUDIANTES/PRIMARIO?MENU_ID=9760;PRICOM;NIVEL PRIMARIO COMUN;DIR DE EDUCACION PRIMARIA;19;8;VILLA SOLDATI;05 - HOSP PENNA;1;10.314.791.790.000.000;9.665.080.510.000.000;PRIMARIO COMUN;JC (ESCUELA DE JORNADA COMPLETA)
-58.3507166346322;-34.6293153843524;627;201806;29001300;290013;0;1;BENJAMIN LAVAISSE 1650  (BOCA);BENJAMIN LAVAISSE 1650  (BOCA);ESCUELA NACIONAL FLUVIAL (ARMADA ARGENTINA);ESC NAC FLUVIAL;4300-8503;SECRETARIAACADEMICA@ESCUELAFLUVIAL.EDU.AR;C1107;S/D;SNUCOM;NIVEL SUPERIOR NO UNIVERSITARIO COMUN;;4;4;BOCA;02 - HOSP ARGERICH;1;11.032.364.850.000.000;9.998.926.570.000.000;SUPERIOR NO UNIVERSITARIO COMUN;(NO CORRESPONDE - GOB NAC)
-58.3854675289687;-34.5929137079647;628;201043;20003500;200035;0;2;JUNCAL 1264;JUNCAL 1264;JARDIN DE INFANTES EL CENTAVO;JI EL CENTAVO;4812-1178;CINDERELLAJUNCAL@HOTMAIL.COM;C1062;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM;NIVEL INICIAL COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;1;1;RETIRO;04 - HOSP FERNANDEZ;1;10.714.015.420.000.000;10.403.042.060.000.000;INICIAL COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4011189736404;-34.5888539216229;630;201046;20064200;200642;0;2;LAPRIDA 1871;LAPRIDA 1871;ESCUELA PRIMARIA SEPTIEMBRE;ESC PRIM SEPTIEMBRE;4805-7460;PRIMARIA@SEPTIEMBRE.ESC.EDU.AR;C1425;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM - PRICOM;NIVEL INICIAL Y PRIMARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;1;2;RECOLETA;04 - HOSP FERNANDEZ;1;10.570.459.720.000.000;10.448.177.280.000.000;INICIAL - PRIMARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.3966548096054;-34.6031801166393;631;201049;20069200;200692;0;2;LAVALLE 2083;LAVALLE 2083;INST. TEA Y DEPORTEA;I TEA Y DEPORTEA;4370-6464;TEA@TEAYDEPORTEA.EDU.AR;C1051;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;SNUCOM;NIVEL SUPERIOR NO UNIVERSITARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;1;3;BALVANERA;08 - HOSP RAMOS MEJIA;1;10.611.311.030.000.000;10.289.226.320.000.000;SUPERIOR NO UNIVERSITARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.3958609932895;-34.6002210066114;632;201018;20185600;201856;0;2;AYACUCHO 760;AYACUCHO 760;INST. PRIVADO DEL SINDICATO GBA DE OBRAS SANITARIAS;IPDESGBA DE OBRAS SANITARIAS;6319-1441 / 1442;LAGOTITADEAGUA@HOTMAIL.COM;C1026;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM;NIVEL INICIAL COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;1;3;BALVANERA;08 - HOSP RAMOS MEJIA;1;10.618.614.190.000.000;10.322.047.910.000.000;INICIAL COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.3771909785749;-34.5975118307638;633;201062;20186600;201866;0;2;PARAGUAY 723;PARAGUAY 723;CATALINAS;CATALINAS;4312-4685;JARDINMATERNALCATALINAS@HOTMAIL.COM;C1057;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM;NIVEL INICIAL COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;1;1;RETIRO;04 - HOSP FERNANDEZ;1;10.789.899.600.000.000;10.351.972.390.000.000;INICIAL COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.3897991254151;-34.63138451629;634;200289;20249500;202495;0;1;15 DE NOVIEMBRE DE 1889 1749;SOLIS 1973;UGEE N° 05 BACHILLERATO POPULAR DE ADULTOS Y ADOLESCENTES MIGUELITO PEPE;UGEE 05 B.POP PEPE;4304-9112;DIRECCIONMIGUELITO@YAHOO.COM.AR;C1134;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/NIVELES/ADULTOS/OFERTA.PHP?MENU_ID=12643;SECADU;NIVEL SECUNDARIO DE JOVENES Y ADULTOS;DIR DE EDUCACION DEL ADULTO Y DEL ADOLESCENTE;5;1;CONSTITUCION;05 - HOSP PENNA;1;10.673.969.790.000.000;9.976.301.480.000.000;SECUNDARIO DE JOVENES Y ADULTOS;UE (UNIDAD DE GESTION EDUCATIVA EXPERIMENTAL)
-58.3911074885705;-34.6023133619387;635;201075;20204500;202045;0;2;RODRIGUEZ PEÑA 575;RODRIGUEZ PEÑA 575;SUPERIOR DANTE ALIGHIERI;SUPERIOR DANTE ALIGHIERI;4371-2480/9692;DIRECCION@ISDA.EDU.AR;C1020;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;SNUART;NIVEL SUPERIOR NO UNIVERSITARIO ARTISTICO;DIR GRAL DE EDUCACION DE GESTION PRIVADA;1;1;SAN NICOLAS;08 - HOSP RAMOS MEJIA;1;10.662.201.590.000.000;10.298.806.810.000.000;SUPERIOR NO UNIVERSITARIO ARTISTICO;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.3770278905776;-34.6069074542929;637;201025;20208200;202082;0;2;BARTOLOME MITRE 739;BARTOLOME MITRE 739;INST. SUPERIOR EDUCATIVO DE LA CAMARA DE COM., INDUS. Y PROD. R.A.;I SUP EDUC CAMARA DE COMERCIO;4328-2447;CACIPRA@COMEX.COM.AR;C1036;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;SNUCOM;NIVEL SUPERIOR NO UNIVERSITARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;1;1;SAN NICOLAS;02 - HOSP ARGERICH;1;10.791.307.150.000.000;10.247.742.340.000.000;SUPERIOR NO UNIVERSITARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.3876918002172;-34.600541051773;638;201039;20196200;201962;0;2;VIAMONTE 1475;VIAMONTE 1471;CULTURAL INGLESA DE BUENOS AIRES;CULTURAL INGLESA DE BS AS;4374-4643;CIBA@CIBADIST.EDU.AR;C1055;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;SNUCOM;NIVEL SUPERIOR NO UNIVERSITARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;1;1;SAN NICOLAS;08 - HOSP RAMOS MEJIA;1;10.693.547.510.000.000;10.318.444.869.999.900;SUPERIOR NO UNIVERSITARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.3881857749854;-34.6010439014804;639;201065;20212000;202120;0;2;PARANA 660;PARANA 662 1° PISO;COLEGIO SUPERIOR DE ARTE DEL TEATRO Y LA COMUNICACION;COL SUP ARTE DEL TEATRO Y LA COMUNICACION;4374-1484/5031-7637;INFO@ANDAMIO90.EDU.AR;C1017;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;SNUART;NIVEL SUPERIOR NO UNIVERSITARIO ARTISTICO;DIR GRAL DE EDUCACION DE GESTION PRIVADA;1;1;SAN NICOLAS;08 - HOSP RAMOS MEJIA;1;10.689.012.179.999.900;10.312.869.950.000.000;SUPERIOR NO UNIVERSITARIO ARTISTICO;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.3903314513869;-34.656727943485;640;200233;20249600;202496;0;1;LAFAYETTE 1879;LAFAYETTE 1879;UGEE N° 06 BACHILLERATO POPULAR DE ADULTOS Y ADOLESCENTES 2 DE DICIEMBRE;UGEE 06 B.POP 2 DE DICIEMBRE;4339-1818/1819;BACHI2DICIEMBRE@GMAIL.COM;C1286;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/NIVELES/ADULTOS/OFERTA.PHP?MENU_ID=12643;SECADU;NIVEL SECUNDARIO DE JOVENES Y ADULTOS;DIR DE EDUCACION DEL ADULTO Y DEL ADOLESCENTE;5;4;BARRACAS;05 - HOSP PENNA;1;10.668.886.719.999.900;9.695.160.020.000.000;SECUNDARIO DE JOVENES Y ADULTOS;UE (UNIDAD DE GESTION EDUCATIVA EXPERIMENTAL)
-58.3981405056055;-34.6061219388206;641;201077;20211900;202119;0;2;SARMIENTO 2210;SARMIENTO 2210 1° B;ESCUELA TALLER IMAGEN Y SONIDO;ESC TALLER IMAGEN Y SONIDO;4954-4300;SECRETARIA@TALLERIMAGEN.COM.AR;C1044;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;SNUART;NIVEL SUPERIOR NO UNIVERSITARIO ARTISTICO;DIR GRAL DE EDUCACION DE GESTION PRIVADA;1;3;BALVANERA;08 - HOSP RAMOS MEJIA;1;10.597.662.350.000.000;10.256.600.520.000.000;SUPERIOR NO UNIVERSITARIO ARTISTICO;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.3959022733472;-34.6043653910939;642;201072;20211500;202115;0;2;AVDA. CORRIENTES 2037;AVDA. CORRIENTES 2037;INST. LEONARDO DA VINCI;I LEONARDO DA VINCI;5032-0055;CONTACTO@DAVINCI.EDU.AR;C1045;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;SNUART;NIVEL SUPERIOR NO UNIVERSITARIO ARTISTICO;DIR GRAL DE EDUCACION DE GESTION PRIVADA;1;3;BALVANERA;08 - HOSP RAMOS MEJIA;1;10.618.205.090.000.000;10.276.073.130.000.000;SUPERIOR NO UNIVERSITARIO ARTISTICO;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.3993608640547;-34.614839240591;643;201236;20211400;202114;0;2;PICHINCHA 467;PICHINCHA 467;INST. TERCIARIO DE CAPACITACION, ACTUALIZACION Y PERFECCIONAMIENTO DOCENTE;I TERC DE C A Y P DOCENTE;4943-2455;SEDUCA@UDAM.ORG.AR;C1082;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;SNUCOM;NIVEL SUPERIOR NO UNIVERSITARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;3;3;BALVANERA;08 - HOSP RAMOS MEJIA;1;10.586.408.080.000.000;10.159.903.569.999.900;SUPERIOR NO UNIVERSITARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
